jurisdiction;ipc_class;applicant_name;app_count;rank;ipc_class_description;jurisdiction_description
DE;A61K40;DEY, SANJAY;1;5;Medicinal Preparations (Drug Delivery);Germany (DPMA)
DE;A61K40;Monisha, Janarthanan;1;5;Medicinal Preparations (Drug Delivery);Germany (DPMA)
DE;A61K40;Compass Pathfinder Ltd.;1;5;Medicinal Preparations (Drug Delivery);Germany (DPMA)
DE;A61K40;GUPTA, RISHIKESH;1;5;Medicinal Preparations (Drug Delivery);Germany (DPMA)
DE;A61K40;Dalu, Damayanthi;1;5;Medicinal Preparations (Drug Delivery);Germany (DPMA)
DE;A61K40;Banu, Sherbudeen Shakila;1;5;Medicinal Preparations (Drug Delivery);Germany (DPMA)
DE;A61K40;Ghanta, Vijaya Kumar;1;5;Medicinal Preparations (Drug Delivery);Germany (DPMA)
DE;A61K40;Ponnaganti, Satya Sai Prasanna Kumar;1;5;Medicinal Preparations (Drug Delivery);Germany (DPMA)
DE;A61K40;Ramamurthy, Vijayakumar Arumugam;1;5;Medicinal Preparations (Drug Delivery);Germany (DPMA)
DE;A61K40;FLC Industry GmbH;1;5;Medicinal Preparations (Drug Delivery);Germany (DPMA)
DE;A61K40;Chukka, Prudhvi Raj;1;5;Medicinal Preparations (Drug Delivery);Germany (DPMA)
DE;A61K40;Kumaraswamy, Gandla;1;5;Medicinal Preparations (Drug Delivery);Germany (DPMA)
DE;A61K40;Anushya, Ramar;1;5;Medicinal Preparations (Drug Delivery);Germany (DPMA)
DE;A61K40;Nirmal Chandu, Himanshu;1;5;Medicinal Preparations (Drug Delivery);Germany (DPMA)
DE;A61K40;artgerecht GmbH;1;5;Medicinal Preparations (Drug Delivery);Germany (DPMA)
DE;A61K40;Mishra, Arun Kumar;1;5;Medicinal Preparations (Drug Delivery);Germany (DPMA)
DE;A61K40;Manas, Vallala;1;5;Medicinal Preparations (Drug Delivery);Germany (DPMA)
DE;A61K40;Kavuri, Naga Raju;1;5;Medicinal Preparations (Drug Delivery);Germany (DPMA)
DE;A61K40;Khalilullah, Habibullah;1;5;Medicinal Preparations (Drug Delivery);Germany (DPMA)
DE;A61K40;YADAV, VIJAY KUMAR;1;5;Medicinal Preparations (Drug Delivery);Germany (DPMA)
DE;A61K40;Ansari, Irfan Aamer;1;5;Medicinal Preparations (Drug Delivery);Germany (DPMA)
DE;A61K40;Venkatesan, Sajitha;1;5;Medicinal Preparations (Drug Delivery);Germany (DPMA)
DE;A61K40;Khamkat, Piyali;1;5;Medicinal Preparations (Drug Delivery);Germany (DPMA)
DE;A61K40;LTS Lohmann Therapie-Systeme AG;1;5;Medicinal Preparations (Drug Delivery);Germany (DPMA)
DE;A61K40;Shweta, Swaroop;1;5;Medicinal Preparations (Drug Delivery);Germany (DPMA)
DE;A61K40;Shil, Dibyendu;1;5;Medicinal Preparations (Drug Delivery);Germany (DPMA)
DE;A61K40;Thapa, Gayatri;1;5;Medicinal Preparations (Drug Delivery);Germany (DPMA)
DE;A61K40;JOHN HEMMING TRADING LTD;1;5;Medicinal Preparations (Drug Delivery);Germany (DPMA)
DE;A61K40;Pandey, Sree Prakash;1;5;Medicinal Preparations (Drug Delivery);Germany (DPMA)
DE;A61K40;Divya, Rayapuram;1;5;Medicinal Preparations (Drug Delivery);Germany (DPMA)
DE;A61K40;Thummala, Udaya Kumar;1;5;Medicinal Preparations (Drug Delivery);Germany (DPMA)
DE;A61K40;Manasa, Sathineni;1;5;Medicinal Preparations (Drug Delivery);Germany (DPMA)
DE;A61K40;Awasthi, Deepak;1;5;Medicinal Preparations (Drug Delivery);Germany (DPMA)
DE;A61K40;Das, Sumit;1;5;Medicinal Preparations (Drug Delivery);Germany (DPMA)
DE;A61K40;Shende, Sonali;1;5;Medicinal Preparations (Drug Delivery);Germany (DPMA)
DE;A61K40;Sarkar, Tumpa;1;5;Medicinal Preparations (Drug Delivery);Germany (DPMA)
DE;A61K40;Dangeti, Vinay Kumar;1;5;Medicinal Preparations (Drug Delivery);Germany (DPMA)
DE;A61K40;SHARMA, UTTAM;1;5;Medicinal Preparations (Drug Delivery);Germany (DPMA)
DE;A61K40;Barik, Vivek;1;5;Medicinal Preparations (Drug Delivery);Germany (DPMA)
DE;A61K40;Mohan, Magesh;1;5;Medicinal Preparations (Drug Delivery);Germany (DPMA)
DE;A61K40;Rajagopalan, Ramanathan;1;5;Medicinal Preparations (Drug Delivery);Germany (DPMA)
DE;A61K40;Neelambaran, Krishnapriya;1;5;Medicinal Preparations (Drug Delivery);Germany (DPMA)
DE;A61K40;CYTOPHARMA GMBH;1;5;Medicinal Preparations (Drug Delivery);Germany (DPMA)
DE;A61K40;Kaur, Ramandeep;1;5;Medicinal Preparations (Drug Delivery);Germany (DPMA)
DE;A61K40;Wadhai, Vijay Shamrao;1;5;Medicinal Preparations (Drug Delivery);Germany (DPMA)
DE;A61K40;Borgohain, Ranadeep;1;5;Medicinal Preparations (Drug Delivery);Germany (DPMA)
DE;A61K40;KUMAR, VIPIN;1;5;Medicinal Preparations (Drug Delivery);Germany (DPMA)
DE;A61K40;Karunakaran, Thangadurai;1;5;Medicinal Preparations (Drug Delivery);Germany (DPMA)
DE;A61K40;Sharma, Bhawna;1;5;Medicinal Preparations (Drug Delivery);Germany (DPMA)
DE;A61K40;Chennuru, Madhavi Latha;1;5;Medicinal Preparations (Drug Delivery);Germany (DPMA)
DE;A61K40;Gogoi, Niva Rani;1;5;Medicinal Preparations (Drug Delivery);Germany (DPMA)
DE;A61K40;Lakshminarayan, Karpagavalli;1;5;Medicinal Preparations (Drug Delivery);Germany (DPMA)
DE;A61K40;Mercurius Production GmbH;1;5;Medicinal Preparations (Drug Delivery);Germany (DPMA)
DE;A61K40;Ponnuraj, Divakar;1;5;Medicinal Preparations (Drug Delivery);Germany (DPMA)
DE;A61K40;Rajagopal, Poongodi;1;5;Medicinal Preparations (Drug Delivery);Germany (DPMA)
DE;A61K40;Marbaniang, Daphisha;1;5;Medicinal Preparations (Drug Delivery);Germany (DPMA)
DE;A61K40;Dashputre, Neelam Laxman;1;5;Medicinal Preparations (Drug Delivery);Germany (DPMA)
DE;A61K40;Devarajan, Bharathi;1;5;Medicinal Preparations (Drug Delivery);Germany (DPMA)
DE;A61K40;Yedhunoori, Ganesh Kumar;1;5;Medicinal Preparations (Drug Delivery);Germany (DPMA)
DE;A61K40;Sangeeta Bhaskar, Gaddala;1;5;Medicinal Preparations (Drug Delivery);Germany (DPMA)
DE;A61K40;Patangia, Uddhav;1;5;Medicinal Preparations (Drug Delivery);Germany (DPMA)
DE;A61K40;Barman, Dhunusmita;1;5;Medicinal Preparations (Drug Delivery);Germany (DPMA)
DE;A61K40;Thangaraju, Eswaran;1;5;Medicinal Preparations (Drug Delivery);Germany (DPMA)
DE;A61K40;Sahoo, Nityananda;1;5;Medicinal Preparations (Drug Delivery);Germany (DPMA)
DE;A61K40;Chakraborty, Debarupa Dutta;1;5;Medicinal Preparations (Drug Delivery);Germany (DPMA)
DE;A61K40;Neerati, Prasad;1;5;Medicinal Preparations (Drug Delivery);Germany (DPMA)
DE;A61K40;Akhila, Mekala;1;5;Medicinal Preparations (Drug Delivery);Germany (DPMA)
DE;A61K40;Bharali, Deepshikha;1;5;Medicinal Preparations (Drug Delivery);Germany (DPMA)
DE;A61K40;Chakrabarti, Srijita;1;5;Medicinal Preparations (Drug Delivery);Germany (DPMA)
DE;A61K40;Shaik, Aminabee;1;5;Medicinal Preparations (Drug Delivery);Germany (DPMA)
DE;A61K40;Arora, Poonam;1;5;Medicinal Preparations (Drug Delivery);Germany (DPMA)
DE;A61K40;Leiser, Alexander;1;5;Medicinal Preparations (Drug Delivery);Germany (DPMA)
DE;A61K40;Mohamed, Abdelbaset;1;5;Medicinal Preparations (Drug Delivery);Germany (DPMA)
DE;A61K40;Peeriga, Raveesha;1;5;Medicinal Preparations (Drug Delivery);Germany (DPMA)
DE;A61K40;Bonagani, Naresh;1;5;Medicinal Preparations (Drug Delivery);Germany (DPMA)
DE;A61K40;Pal, Paulami;1;5;Medicinal Preparations (Drug Delivery);Germany (DPMA)
DE;A61K40;Karri, Srinivasa Reddy;1;5;Medicinal Preparations (Drug Delivery);Germany (DPMA)
DE;A61K40;Ray, Subhabrata;1;5;Medicinal Preparations (Drug Delivery);Germany (DPMA)
DE;A61K40;YADAV, VIMAL KUMAR;1;5;Medicinal Preparations (Drug Delivery);Germany (DPMA)
DE;A61K40;Pashikanti, Shailaja;1;5;Medicinal Preparations (Drug Delivery);Germany (DPMA)
DE;A61K40;Kataki, Manjir Sarma;1;5;Medicinal Preparations (Drug Delivery);Germany (DPMA)
DE;A61K40;Chandra Das, Smriti Rekha;1;5;Medicinal Preparations (Drug Delivery);Germany (DPMA)
DE;A61K40;KAKATIYA UNIVERSITY;1;5;Medicinal Preparations (Drug Delivery);Germany (DPMA)
DE;A61K40;Wadekar, Bharti Ghude;1;5;Medicinal Preparations (Drug Delivery);Germany (DPMA)
DE;A61K40;Chawla, Amit;1;5;Medicinal Preparations (Drug Delivery);Germany (DPMA)
DE;A61K40;Senthamarai, Rajagopalan;1;5;Medicinal Preparations (Drug Delivery);Germany (DPMA)
DE;A61K40;Korni, Rama Devi;1;5;Medicinal Preparations (Drug Delivery);Germany (DPMA)
DE;A61K40;Kumar, Satish Sharma;1;5;Medicinal Preparations (Drug Delivery);Germany (DPMA)
DE;A61K40;Bhardwaj, Peeyush;1;5;Medicinal Preparations (Drug Delivery);Germany (DPMA)
DE;A61K40;Talasila, Eswara Gopalakrishna Murthy;1;5;Medicinal Preparations (Drug Delivery);Germany (DPMA)
DE;A61K40;Yadav, Priyanka;1;5;Medicinal Preparations (Drug Delivery);Germany (DPMA)
DE;A61K40;Mazumder, Bhaskar;1;5;Medicinal Preparations (Drug Delivery);Germany (DPMA)
DE;A61K40;CARMFI Holding AG;1;5;Medicinal Preparations (Drug Delivery);Germany (DPMA)
DE;A61K40;Kandimalla, Madhavi;1;5;Medicinal Preparations (Drug Delivery);Germany (DPMA)
DE;A61K40;Bhandari, Prabhakar Ramesh;1;5;Medicinal Preparations (Drug Delivery);Germany (DPMA)
DE;A61K40;Arige, Sai Datri;1;5;Medicinal Preparations (Drug Delivery);Germany (DPMA)
DE;A61K40;victorioso nutrition UG (haftungsbeschränkt);1;5;Medicinal Preparations (Drug Delivery);Germany (DPMA)
DE;A61K40;Yadav, Shweta;1;5;Medicinal Preparations (Drug Delivery);Germany (DPMA)
DE;A61K40;SHARMA, UPENDRA KUMAR;1;5;Medicinal Preparations (Drug Delivery);Germany (DPMA)
DE;A61K40;Kadirvel, Devi;1;5;Medicinal Preparations (Drug Delivery);Germany (DPMA)
DE;A61K40;PG NATURPHARMA GMBH;1;5;Medicinal Preparations (Drug Delivery);Germany (DPMA)
DE;A61K40;Kumari, Sabita;1;5;Medicinal Preparations (Drug Delivery);Germany (DPMA)
DE;A61K40;Dey, Kumar Saurav;1;5;Medicinal Preparations (Drug Delivery);Germany (DPMA)
DE;A61K40;Chowdhury, Sailee;1;5;Medicinal Preparations (Drug Delivery);Germany (DPMA)
DE;A61K40;Murali Krishna, Thupurani;1;5;Medicinal Preparations (Drug Delivery);Germany (DPMA)
DE;A61K40;Madda, Suresh Babu;1;5;Medicinal Preparations (Drug Delivery);Germany (DPMA)
DE;A61K40;Ashraf, Mohammad Saquib;1;5;Medicinal Preparations (Drug Delivery);Germany (DPMA)
DE;A61K40;Satyavarapu, Veera Venkata Naga Satya Mahalakshmi;1;5;Medicinal Preparations (Drug Delivery);Germany (DPMA)
DE;A61K40;Dey, Nikita;1;5;Medicinal Preparations (Drug Delivery);Germany (DPMA)
DE;A61K40;CF PHARMTECH, INC.;1;5;Medicinal Preparations (Drug Delivery);Germany (DPMA)
DE;A61K40;Dixit, Yamini;1;5;Medicinal Preparations (Drug Delivery);Germany (DPMA)
DE;A61K40;Deka, Babita;1;5;Medicinal Preparations (Drug Delivery);Germany (DPMA)
DE;A61K40;Ismail, Abdulrahim Mohamed;1;5;Medicinal Preparations (Drug Delivery);Germany (DPMA)
DE;A61K40;Gothandam, Sundararajan;1;5;Medicinal Preparations (Drug Delivery);Germany (DPMA)
DE;A61K40;PROF4SKIN GMBH;1;5;Medicinal Preparations (Drug Delivery);Germany (DPMA)
DE;A61K40;Thangaraju, Pugazhenthan;1;5;Medicinal Preparations (Drug Delivery);Germany (DPMA)
DE;A61K40;YADAV, Manoj Kumar;1;5;Medicinal Preparations (Drug Delivery);Germany (DPMA)
DE;A61K40;Verma, Minakshi;1;5;Medicinal Preparations (Drug Delivery);Germany (DPMA)
DE;A61K40;Debnath, Joyanta Kishore;1;5;Medicinal Preparations (Drug Delivery);Germany (DPMA)
DE;A61K40;KUMAR, PUSHPENDRA;1;5;Medicinal Preparations (Drug Delivery);Germany (DPMA)
DE;A61K40;Ansari, Siddique Akber;1;5;Medicinal Preparations (Drug Delivery);Germany (DPMA)
DE;A61K40;Venkatesan, Parthasarathi;1;5;Medicinal Preparations (Drug Delivery);Germany (DPMA)
DE;A61K40;Krishnan, Premavathi;1;5;Medicinal Preparations (Drug Delivery);Germany (DPMA)
DE;A61K40;Munigadapa, Sangeeth Kumar;1;5;Medicinal Preparations (Drug Delivery);Germany (DPMA)
DE;A61K40;Dasgupta, Sandipan;1;5;Medicinal Preparations (Drug Delivery);Germany (DPMA)
DE;A61K40;Singh, Jaybir;1;5;Medicinal Preparations (Drug Delivery);Germany (DPMA)
DE;A61K40;Too, Al-Zhami;1;5;Medicinal Preparations (Drug Delivery);Germany (DPMA)
DE;A61K40;Mehta, Farhad;1;5;Medicinal Preparations (Drug Delivery);Germany (DPMA)
DE;A61K40;Amarnath, Velidandi;1;5;Medicinal Preparations (Drug Delivery);Germany (DPMA)
DE;A61K40;Epigenics GmbH;1;5;Medicinal Preparations (Drug Delivery);Germany (DPMA)
DE;A61K40;Nagasrinidhi, Velgeti;1;5;Medicinal Preparations (Drug Delivery);Germany (DPMA)
DE;A61K40;Singh, Mohini;1;5;Medicinal Preparations (Drug Delivery);Germany (DPMA)
DE;A61K40;Ansari, Shoeb Anwar;1;5;Medicinal Preparations (Drug Delivery);Germany (DPMA)
DE;A61K40;Tanguturi Yella, Sree Sudha;1;5;Medicinal Preparations (Drug Delivery);Germany (DPMA)
DE;A61K40;Das, Trishna;1;5;Medicinal Preparations (Drug Delivery);Germany (DPMA)
DE;A61L;Aesculap AG;40;1;Sterilisation, Disinfection;Germany (DPMA)
DE;A61L;Mahle International GmbH;34;2;Sterilisation, Disinfection;Germany (DPMA)
DE;A61L;AUDI AKTIENGESELLSCHAFT;20;3;Sterilisation, Disinfection;Germany (DPMA)
DE;A61L;FRAUNHOFER-GESELLSCHAFT ZUR FÖRDERUNG DER ANGEWANDTEN FORSCHUNG EINGETRAGENER VEREIN;19;4;Sterilisation, Disinfection;Germany (DPMA)
DE;A61L;OLYMPUS WINTER & IBE GMBH;19;4;Sterilisation, Disinfection;Germany (DPMA)
DE;A61L;BSH HAUSGERÄTE GMBH;18;5;Sterilisation, Disinfection;Germany (DPMA)
DE;A61L;Paul Hartmann AG;16;6;Sterilisation, Disinfection;Germany (DPMA)
DE;A61L;Ford Global Technologies, LLC;16;6;Sterilisation, Disinfection;Germany (DPMA)
DE;A61L;Bayerische Motoren Werke Aktiengesellschaft;16;6;Sterilisation, Disinfection;Germany (DPMA)
DE;A61L;CARL ZEISS MEDITEC AG;13;7;Sterilisation, Disinfection;Germany (DPMA)
DE;A61L;OXTI CORPORATION;12;8;Sterilisation, Disinfection;Germany (DPMA)
DE;A61L;LTS LOHMANN THERAPIE-SYSTEME AG.;11;9;Sterilisation, Disinfection;Germany (DPMA)
DE;A61L;Volkswagen Aktiengesellschaft;11;9;Sterilisation, Disinfection;Germany (DPMA)
DE;A61L;Mercedes-Benz Group AG;10;10;Sterilisation, Disinfection;Germany (DPMA)
DE;A61L;KARL LEIBINGER MEDIZINTECHNIK GMBH & CO. KG;10;10;Sterilisation, Disinfection;Germany (DPMA)
DE;A61L;KRONES AKTIENGESELLSCHAFT;10;10;Sterilisation, Disinfection;Germany (DPMA)
DE;A61L;DAIMLER AG;10;10;Sterilisation, Disinfection;Germany (DPMA)
DE;A61M;B. BRAUN MELSUNGEN AKTIENGESELLSCHAFT;115;1;Devices for Introducing Media;Germany (DPMA)
DE;A61M;Fresenius Medical Care Deutschland GmbH;96;2;Devices for Introducing Media;Germany (DPMA)
DE;A61M;DRÄGERWERK AG & CO. KGAA;80;3;Devices for Introducing Media;Germany (DPMA)
DE;A61M;Löwenstein Medical Technology S.A.;66;4;Devices for Introducing Media;Germany (DPMA)
DE;A61M;B.BRAUN AVITUM AG;57;5;Devices for Introducing Media;Germany (DPMA)
DE;A61M;Abiomed, Inc.;46;6;Devices for Introducing Media;Germany (DPMA)
DE;A61M;CARL ZEISS MEDITEC AG;26;7;Devices for Introducing Media;Germany (DPMA)
DE;A61M;BIOTRONIK AG;26;7;Devices for Introducing Media;Germany (DPMA)
DE;A61M;ABIOMED EUROPE GMBH;25;8;Devices for Introducing Media;Germany (DPMA)
DE;A61M;Medtronic, Inc.;24;9;Devices for Introducing Media;Germany (DPMA)
DE;A61M;HAMILTON MEDICAL AG;21;10;Devices for Introducing Media;Germany (DPMA)
DE;A61N;BIOTRONIK SE & CO. KG;40;1;Electrotherapy, Magnetotherapy;Germany (DPMA)
DE;A61N;SIEMENS HEALTHCARE GMBH;21;2;Electrotherapy, Magnetotherapy;Germany (DPMA)
DE;A61N;NEUROLOOP GMBH;14;3;Electrotherapy, Magnetotherapy;Germany (DPMA)
DE;A61N;HERAEUS DEUTSCHLAND GMBH & CO. KG;12;4;Electrotherapy, Magnetotherapy;Germany (DPMA)
DE;A61N;CARL ZEISS MEDITEC AG;11;5;Electrotherapy, Magnetotherapy;Germany (DPMA)
DE;A61N;FRAUNHOFER-GESELLSCHAFT ZUR FÖRDERUNG DER ANGEWANDTEN FORSCHUNG EINGETRAGENER VEREIN;9;6;Electrotherapy, Magnetotherapy;Germany (DPMA)
DE;A61N;Karl Storz SE & Co. KG;8;7;Electrotherapy, Magnetotherapy;Germany (DPMA)
DE;A61N;SIEMENS HEALTHINEERS AG;8;7;Electrotherapy, Magnetotherapy;Germany (DPMA)
DE;A61N;GYRUS ACMI, INC. D/B/A OLYMPUS SURGICAL TECHNOLOGIES AMERICA;8;7;Electrotherapy, Magnetotherapy;Germany (DPMA)
DE;A61N;Richard Wolf GmbH;8;7;Electrotherapy, Magnetotherapy;Germany (DPMA)
DE;A61N;Medtronic, Inc.;8;7;Electrotherapy, Magnetotherapy;Germany (DPMA)
DE;A61N;eaglefit GmbH;7;8;Electrotherapy, Magnetotherapy;Germany (DPMA)
DE;A61N;Dr. Hönle Medizintechnik GmbH;6;9;Electrotherapy, Magnetotherapy;Germany (DPMA)
DE;A61N;CINOGY GMBH;6;9;Electrotherapy, Magnetotherapy;Germany (DPMA)
DE;A61N;Bayerische Motoren Werke Aktiengesellschaft;6;9;Electrotherapy, Magnetotherapy;Germany (DPMA)
DE;A61N;OSYPKA AG;6;9;Electrotherapy, Magnetotherapy;Germany (DPMA)
DE;A61N;JK-HOLDING GMBH;5;10;Electrotherapy, Magnetotherapy;Germany (DPMA)
DE;A61N;JAPAN LIFELINE CO., LTD.;5;10;Electrotherapy, Magnetotherapy;Germany (DPMA)
DE;G16H;SIEMENS HEALTHCARE GMBH;117;1;Healthcare Informatics;Germany (DPMA)
DE;G16H;SIEMENS HEALTHINEERS AG;66;2;Healthcare Informatics;Germany (DPMA)
DE;G16H;FUJIFILM Corporation;39;3;Healthcare Informatics;Germany (DPMA)
DE;G16H;KONINKLIJKE PHILIPS N.V.;26;4;Healthcare Informatics;Germany (DPMA)
DE;G16H;OMRON HEALTHCARE CO., LTD.;25;5;Healthcare Informatics;Germany (DPMA)
DE;G16H;CARL ZEISS MEDITEC AG;24;6;Healthcare Informatics;Germany (DPMA)
DE;G16H;OLYMPUS WINTER & IBE GMBH;20;7;Healthcare Informatics;Germany (DPMA)
DE;G16H;International Business Machines Corporation;16;8;Healthcare Informatics;Germany (DPMA)
DE;G16H;Karl Storz SE & Co. KG;15;9;Healthcare Informatics;Germany (DPMA)
DE;G16H;CANON MEDICAL SYSTEMS CORPORATION;15;9;Healthcare Informatics;Germany (DPMA)
DE;G16H;DRÄGERWERK AG & CO. KGAA;14;10;Healthcare Informatics;Germany (DPMA)
DE;H05G;SIEMENS HEALTHCARE GMBH;89;1;X-ray Technique;Germany (DPMA)
DE;H05G;SIEMENS HEALTHINEERS AG;50;2;X-ray Technique;Germany (DPMA)
DE;H05G;CARL ZEISS SMT GMBH;14;3;X-ray Technique;Germany (DPMA)
DE;H05G;Moxtek, Inc.;12;4;X-ray Technique;Germany (DPMA)
DE;H05G;Nuctech Company Limited;4;5;X-ray Technique;Germany (DPMA)
DE;H05G;TRUMPF Lasersystems for Semiconductor Manufacturing SE;4;5;X-ray Technique;Germany (DPMA)
DE;H05G;ZIEHM IMAGING GMBH;4;5;X-ray Technique;Germany (DPMA)
DE;H05G;FUJIFILM Corporation;4;5;X-ray Technique;Germany (DPMA)
DE;H05G;TRUMPF LASERSYSTEMS FOR SEMICONDUCTOR MANUFACTURING GMBH;3;6;X-ray Technique;Germany (DPMA)
DE;H05G;Electronics and Telecommunications Research Institute;3;6;X-ray Technique;Germany (DPMA)
DE;H05G;Tsinghua University;3;6;X-ray Technique;Germany (DPMA)
DE;H05G;TRUMPF Laser SE;3;6;X-ray Technique;Germany (DPMA)
DE;H05G;KLA CORPORATION;2;7;X-ray Technique;Germany (DPMA)
DE;H05G;TRUMPF LASER GMBH;2;7;X-ray Technique;Germany (DPMA)
DE;H05G;SIGRAY, INC.;2;7;X-ray Technique;Germany (DPMA)
DE;H05G;Schaeffler Technologies AG & Co. KG;2;7;X-ray Technique;Germany (DPMA)
DE;H05G;WERTH MESSTECHNIK GMBH;2;7;X-ray Technique;Germany (DPMA)
DE;H05G;KONINKLIJKE PHILIPS N.V.;2;7;X-ray Technique;Germany (DPMA)
DE;H05G;Robert Bosch Gesellschaft mit beschränkter Haftung;1;8;X-ray Technique;Germany (DPMA)
DE;H05G;Aktiebolaget SKF;1;8;X-ray Technique;Germany (DPMA)
DE;H05G;Comet Yxlon GmbH;1;8;X-ray Technique;Germany (DPMA)
DE;H05G;Hamamatsu Photonics K.K.;1;8;X-ray Technique;Germany (DPMA)
DE;H05G;GRUBER, DANIEL;1;8;X-ray Technique;Germany (DPMA)
DE;H05G;ASML Netherlands B.V.;1;8;X-ray Technique;Germany (DPMA)
DE;H05G;The University of North Carolina at Chapel Hill;1;8;X-ray Technique;Germany (DPMA)
DE;H05G;Friedrich-Alexander-Universität Erlangen-Nürnberg, Körperschaft des öffentlichen Rechts;1;8;X-ray Technique;Germany (DPMA)
DE;H05G;NuRay Technology Co., Ltd.;1;8;X-ray Technique;Germany (DPMA)
DE;H05G;Rigaku Corporation;1;8;X-ray Technique;Germany (DPMA)
DE;H05G;Taiwan Semiconductor Manufacturing Co., Ltd.;1;8;X-ray Technique;Germany (DPMA)
DE;H05G;XORAN TECHNOLOGIES LLC;1;8;X-ray Technique;Germany (DPMA)
DE;H05G;Haufe und Schluck Patent GbR (vertretungsberechtigter Gesellschafter: Günther Haufe, 59399 Olfen);1;8;X-ray Technique;Germany (DPMA)
DE;H05G;DEMA Dieter Enghausen Maschinenbau GmbH;1;8;X-ray Technique;Germany (DPMA)
DE;H05G;MOXTEK INC.;1;8;X-ray Technique;Germany (DPMA)
DE;H05G;MINEBEA MITSUMI INC.;1;8;X-ray Technique;Germany (DPMA)
DE;H05G;CARL ZEISS MEDITEC AG;1;8;X-ray Technique;Germany (DPMA)
DE;H05G;HELMUT FISCHER GMBH INSTITUT FüR ELEKTRONIK UND MESSTECHNIK;1;8;X-ray Technique;Germany (DPMA)
DE;H05G;MEDIZINTECHNIK ST. EGIDIEN GMBH;1;8;X-ray Technique;Germany (DPMA)
DE;H05G;DEUTSCHES ZENTRUM FÜR LUFT- UND RAUMFAHRT E.V.;1;8;X-ray Technique;Germany (DPMA)
DE;H05G;ENERGY RESOURCES INTERNATIONAL CO.,LTD.;1;8;X-ray Technique;Germany (DPMA)
DE;H05G;GEORG-AUGUST-UNIVERSITÄT GÖTTINGEN STIFTUNG ÖFFENTLICHEN RECHTS;1;8;X-ray Technique;Germany (DPMA)
DE;H05G;WIPOTEC GMBH;1;8;X-ray Technique;Germany (DPMA)
DE;H05G;Mitsubishi Electric Corporation;1;8;X-ray Technique;Germany (DPMA)
DE;H05G;FRAUNHOFER-GESELLSCHAFT ZUR FÖRDERUNG DER ANGEWANDTEN FORSCHUNG EINGETRAGENER VEREIN;1;8;X-ray Technique;Germany (DPMA)
DE;H05G;COMET AG;1;8;X-ray Technique;Germany (DPMA)
DE;H05G;Analogic Corporation;1;8;X-ray Technique;Germany (DPMA)
DE;H05G;WUXI UNICOMP TECHNOLOGY CO., LTD;1;8;X-ray Technique;Germany (DPMA)
DE;H05G;ADAPTIX LTD.;1;8;X-ray Technique;Germany (DPMA)
DE;H05G;Welter, Herbert;1;8;X-ray Technique;Germany (DPMA)
DE;H05G;Erfindergemeinschaft Röntgenlithographie GbR (vertretungsberechtigter Gesellschafter: Dieter Beste, 40593 Düsseldorf);1;8;X-ray Technique;Germany (DPMA)
DE;H05G;INCOATEC GMBH;1;8;X-ray Technique;Germany (DPMA)
DE;H05G;foxbeam GmbH;1;8;X-ray Technique;Germany (DPMA)
DE;H05G;Otto-von-Guericke-Universität Magdeburg, Körperschaft des öffentlichen Rechts;1;8;X-ray Technique;Germany (DPMA)
DE;H05G;XENOCS SAS;1;8;X-ray Technique;Germany (DPMA)
DE;H05G;Omron Corporation;1;8;X-ray Technique;Germany (DPMA)
EP;A61B;Koninklijke Philips N.V.;1798;1;Diagnosis, Surgery, Identification;European Patent Office
EP;A61B;Covidien LP;890;2;Diagnosis, Surgery, Identification;European Patent Office
EP;A61B;Cilag GmbH International;465;3;Diagnosis, Surgery, Identification;European Patent Office
EP;A61B;Boston Scientific Scimed, Inc.;385;4;Diagnosis, Surgery, Identification;European Patent Office
EP;A61B;Biosense Webster (Israel) Ltd.;349;5;Diagnosis, Surgery, Identification;European Patent Office
EP;A61B;FUJIFILM Corporation;329;6;Diagnosis, Surgery, Identification;European Patent Office
EP;A61B;Medtronic, Inc.;297;7;Diagnosis, Surgery, Identification;European Patent Office
EP;A61B;Samsung Electronics Co., Ltd.;240;8;Diagnosis, Surgery, Identification;European Patent Office
EP;A61B;Biosense Webster (Israel) Ltd;221;9;Diagnosis, Surgery, Identification;European Patent Office
EP;A61B;Boston Scientific Scimed Inc.;203;10;Diagnosis, Surgery, Identification;European Patent Office
EP;A61C;Koninklijke Philips N.V.;193;1;Dentistry, Oral Hygiene;European Patent Office
EP;A61C;Ivoclar Vivadent AG;112;2;Dentistry, Oral Hygiene;European Patent Office
EP;A61C;Align Technology, Inc.;67;3;Dentistry, Oral Hygiene;European Patent Office
EP;A61C;Medit Corp.;55;4;Dentistry, Oral Hygiene;European Patent Office
EP;A61C;Kuraray Noritake Dental Inc.;50;5;Dentistry, Oral Hygiene;European Patent Office
EP;A61C;Solventum Intellectual Properties Company;49;6;Dentistry, Oral Hygiene;European Patent Office
EP;A61C;Dentsply Sirona Inc.;45;7;Dentistry, Oral Hygiene;European Patent Office
EP;A61C;3Shape A/S;45;7;Dentistry, Oral Hygiene;European Patent Office
EP;A61C;Sirona Dental Systems GmbH;39;8;Dentistry, Oral Hygiene;European Patent Office
EP;A61C;Ferton Holding S.A.;28;9;Dentistry, Oral Hygiene;European Patent Office
EP;A61C;3M Innovative Properties Company;28;9;Dentistry, Oral Hygiene;European Patent Office
